ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,reference_designator,data_source,status,source,note
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl37/ctdbp*/*ctdbp*.log,0,CP01CNSM-MFD37-03-CTDBPD000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl37/dosta*/*dosta*.log,0,CP01CNSM-MFD37-04-DOSTAD000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.zplsc-c-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl37/zplsc*/*zplsc*.log,0,CP01CNSM-MFD37-07-ZPLSCC000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/irid2shore/cpm_status*.txt,0,CP01CNSM-SBC11-00-CPMENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/cpm2/syslog/cpm_status*.txt,0,CP01CNSM-RIC21-00-CPMENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/cpm3/syslog/cpm_status*.txt,0,CP01CNSM-MFC31-00-CPMENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl11/syslog*/*syslog*.log,0,CP01CNSM-SBD11-00-DCLENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl12/syslog*/*syslog*.log,0,CP01CNSM-SBD12-00-DCLENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl26/syslog*/*syslog*.log,0,CP01CNSM-RID26-00-DCLENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl27/syslog*/*syslog*.log,0,CP01CNSM-RID27-00-DCLENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl35/syslog*/*syslog*.log,0,CP01CNSM-MFD35-00-DCLENG000,telemetered,NaN,NaN,NaN
CP01CNSM_D00006_ingest.csv,CP01CNSM,006,Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00006/cg_data/dcl37/syslog*/*syslog*.log,0,CP01CNSM-MFD37-00-DCLENG000,telemetered,NaN,NaN,NaN
